category,headline,short_description,date,headline_finbert_sentiment,headline_finbert_score,desc_finbert_sentiment,desc_finbert_score,headline_finbert_numerical,desc_finbert_numerical,avg_finbert_sentiment
POLITICS,trump's d.c. hotel permanently bans forbes reporter after ... wait for it ... taking photos,"Zach Everson has long tracked the lobbyists, Republicans and foreign government reps who have spent big at the hotel to wrangle favors from the former president.",2021-08-28,negative,0.7226797938346863,neutral,0.8122103810310364,-1,0,-0.5
POLITICS,"trump suggests osama bin laden wasn't that big a deal, says he only had 'one hit'","Weeks before the 20th anniversary of 9/11, ex-President Donald Trump said the terrorist behind the 2001 attacks wasn't as bad as the ""monsters"" he took out.",2021-08-27,neutral,0.7875967025756836,neutral,0.5741106271743774,0,0,0.0
WORLD NEWS,australian farmer honors late aunt with sheep-shaped heart display,Ben Jackson was unable to attend his beloved Auntie Deb's funeral due to pandemic restrictions.,2021-08-26,neutral,0.8895866274833679,negative,0.9112330079078674,0,-1,-0.5
WORLD NEWS,scientists find fossil of deadly 4-legged whale they didn’t know existed,"Researchers named the now-extinct creature ""Phiomectus anubis"" after Anubis, the Egyptian god of death.",2021-08-26,neutral,0.8736891746520996,neutral,0.8476905226707458,0,0,0.0
U.S. NEWS,delta air lines to impose monthly charge for unvaccinated employees,"Starting Nov. 1, unvaccinated employees enrolled in Delta’s health care plan will be subject to a $200 monthly surcharge.",2021-08-25,neutral,0.8243849277496338,negative,0.6295358538627625,0,-1,-0.5
POLITICS,billions in federal rental aid sit unspent by local governments,"At least 50 cities and counties still haven't sent out a single penny, according to a HuffPost analysis of Treasury data.",2021-08-25,negative,0.64014732837677,negative,0.9123066663742065,-1,-1,-1.0
POLITICS,children now make up 36% of tennessee’s virus cases,"The state has reported 14,000 pediatric cases in the last seven days, a 57% increase from the previous week.",2021-08-25,neutral,0.8776842951774597,positive,0.9316344261169434,0,1,0.5
U.S. NEWS,carnival cruise passenger dies of covid-19 after 'first trip outside the u.s.',"The cruise line said the woman ""almost certainly did not contract"" the virus on the ship. More than two dozen people tested positive for the virus on a later voyage.",2021-08-24,negative,0.8119717240333557,negative,0.5601933002471924,-1,-1,-1.0
TRAVEL,passport wait times are awful right now. here's what to do.,Experts share their advice for making the passport renewal process less stressful.,2021-08-24,neutral,0.7939320206642151,positive,0.6203823685646057,0,1,0.5
POLITICS,trump supporters were asked if they got vaccinated and you know what happened next,Trump was booed for suggesting the COVID-19 shot to his supporters over the weekend.,2021-08-24,neutral,0.8990447521209717,negative,0.8934955596923828,0,-1,-0.5
POLITICS,andrew cuomo officially steps down after 10 years as new york governor,"His resignation, which comes after a report concluded he had sexually harassed employees, made way for Kathy Hochul to become the state's first female governor.",2021-08-24,negative,0.6436755657196045,negative,0.5182085037231445,-1,-1,-1.0
U.S. NEWS,henri hurls rain as storm settles atop swamped northeast,"The tropical depression Henri appears to be lingering in the Northeast, raising the prospect it will bring sustained rains and cause major flooding inland.",2021-08-23,negative,0.5692599415779114,negative,0.9002881050109863,-1,-1,-1.0
POLITICS,trump booed at his own rally for finally telling the truth about something,Some of the ex-president's supporters turned on him over one statement.,2021-08-23,neutral,0.3526550829410553,negative,0.8615021705627441,0,-1,-0.5
WORLD NEWS,furor erupts after australian officials kill rescue dogs over covid-19 fears,One of the female dogs had reportedly just given birth to a litter of puppies.,2021-08-23,negative,0.9183940887451172,neutral,0.5012280941009521,-1,0,-0.5
POLITICS,joe biden urges private sector to establish vaccine mandates now,"""Require it,"" the president said of the COVID-19 vaccines, one of which now has full FDA approval.",2021-08-23,neutral,0.8072080612182617,positive,0.634429931640625,0,1,0.5
WORLD NEWS,israeli military wounds 24 palestinians in gaza clash,Israel forces shot a 13-year-old boy in the head. Palestinian gunfire also critically wounded an Israeli police officer.,2021-08-22,negative,0.8335981369018555,negative,0.8395541906356812,-1,-1,-1.0
U.S. NEWS,at least 22 killed in tennessee flash floods; dozens missing,"Many of the missing live in the neighborhoods where the water rose the fastest, Humphreys County Sheriff Chris Davis said.",2021-08-22,negative,0.9550994634628296,negative,0.8289505243301392,-1,-1,-1.0
U.S. NEWS,tropical storm henri makes landfall in rhode island,"President Joe Biden declared disasters in much of the region, opening the purse strings for federal recovery aid.",2021-08-22,negative,0.49150630831718445,negative,0.5320939421653748,-1,-1,-1.0
POLITICS,biden considers bringing in commercial airlines to aid in afghanistan evacuation,Joe Biden is considering a call to the Civil Reserve Air Fleet to help evacuees waiting at U.S. bases.,2021-08-22,neutral,0.5519822835922241,neutral,0.7545612454414368,0,0,0.0
U.S. NEWS,conservative radio host phil valentine dies after covid-19 illness,"Valentine was an outspoken skeptic of coronavirus vaccines, saying he had a low risk of catching the virus. His message changed once he was hospitalized.",2021-08-22,neutral,0.6240631341934204,neutral,0.7305423021316528,0,0,0.0
WORLD NEWS,7 killed in crowd at kabul airport as afghans try to flee,"People are believed to have been trampled, suffocated or suffered heart attacks as Taliban fighters fired into the air to try to drive back the crowds.",2021-08-22,negative,0.8614354729652405,negative,0.8874139785766602,-1,-1,-1.0
U.S. NEWS,coastal evacuations urged as hurricane henri heads north,"Regardless of Henri's exact landfall, broad impacts were expected across a large swath of the Northeast.",2021-08-21,negative,0.8215031027793884,negative,0.6731886863708496,-1,-1,-1.0
U.S. NEWS,what to know about tropical storm henri as it heads north,The storm may strengthen to a hurricane before it hits New York and New England.,2021-08-21,neutral,0.8837915062904358,positive,0.45102182030677795,0,1,0.5
U.S. NEWS,judge: california ride-hailing law is unconstitutional,"Uber said it planned to appeal, setting up a fight that could likely end up in the California Supreme Court.",2021-08-21,negative,0.7862182855606079,neutral,0.5113295316696167,-1,0,-0.5
MEDIA,washingtonian magazine staffers form union,"Despite pressure from management, staffers voted 15-2 to join the Washington-Baltimore NewsGuild.",2021-08-20,neutral,0.9295030832290649,positive,0.49350467324256897,0,1,0.5
POLITICS,mike lindell is hiding a county clerk amid fbi probe of a vote data leak: report,"As the FBI investigates claims that Colorado voting machine passwords were given to a presumed QAnon leader, the clerk is reportedly at a secret safe house.",2021-08-20,negative,0.5728795528411865,neutral,0.6590847373008728,-1,0,-0.5
POLITICS,"andrew cuomo's attorneys dispute claims of sexual harassment, again",A lawyer showed a photo of the governor with his hand near a woman's chest to prove he did not touch the woman's chest.,2021-08-20,negative,0.8443849086761475,neutral,0.6529169678688049,-1,0,-0.5
POLITICS,texas lt. gov. falsely blames black people for state's low vaccination rates,Dan Patrick is under fire for racist — and untrue — comments he made to Fox News host Laura Ingraham Thursday night.,2021-08-20,negative,0.9338814616203308,negative,0.8326246738433838,-1,-1,-1.0
POLITICS,gop leader who fought against vaccine dies after weekslong battle with coronavirus,"Pressley Stutts, a Republican leader in South Carolina, shared conspiracy theories from his ICU bed.",2021-08-20,negative,0.6257294416427612,negative,0.5038365721702576,-1,-1,-1.0
POLITICS,washington governor mandates vaccines for all school employees; strictest rule in u.s.,"""We won’t gamble with the health of our children, our educators and school staff,"" Democratic Gov. Jay Inslee said.",2021-08-19,neutral,0.8739870190620422,neutral,0.459075927734375,0,0,0.0
U.S. NEWS,8th-graders lead effort to clear the name of wrongly convicted salem 'witch',A woman convicted of witchcraft in 1693 and sentenced to death at the height of the Salem Witch Trials may finally be exonerated in Massachusetts.,2021-08-19,neutral,0.44719457626342773,neutral,0.539460301399231,0,0,0.0
U.S. NEWS,california school delays reopening after classrooms 'taken over by rats',"“I could hear rats running around in the walls and ceiling. It’s disgusting,"" one teacher said.",2021-08-19,negative,0.660148561000824,negative,0.9057561159133911,-1,-1,-1.0
U.S. NEWS,kushner pal hit with state charges months after trump pardon,"Ken Kurson, the New York Observer’s editor when it was owned by Jared Kushner, was hit with state cyberstalking charges in New York.",2021-08-19,negative,0.803503155708313,negative,0.8690401315689087,-1,-1,-1.0
POLITICS,trump attacks biden for afghanistan chaos after giving taliban the deal that ensured it,"Trump referred to the terrorist group as great ""warriors"" and even suggested they have a right to rule the country.",2021-08-19,neutral,0.655848503112793,neutral,0.799625813961029,0,0,0.0
POLITICS,"on food assistance, biden strays dramatically from obama’s record",The Biden administration has headed off an across-the-board food benefit reduction like the one that took effect in 2013.,2021-08-18,negative,0.7942801117897034,negative,0.7520755529403687,-1,-1,-1.0
POLITICS,twitter users outraged after trump calls covid booster shots 'crazy',"""He’s honestly the worst person in the world,"" author Robert Swartwood remarked.",2021-08-18,negative,0.9307005405426025,negative,0.8842718005180359,-1,-1,-1.0
POLITICS,poll: reducing size of $3.5 trillion democratic bill doesn't change its popularity,"Voters overall don't seem fazed by the cost, and it's not clear how much, if at all, even hostile Republican voters care about the price tag.",2021-08-18,positive,0.616599440574646,neutral,0.6494861841201782,1,0,0.5
WORLD NEWS,"haiti earthquake death toll rises to 1,941","The Caribbean nation's Civil Protection Agency also raised the number of injured people to 9,900 after Saturday's 7.2 magnitude earthquake.",2021-08-17,negative,0.6778969764709473,positive,0.5423083901405334,-1,1,0.0
POLITICS,jen psaki reveals how she deals with peter doocy when the cameras are off,The White House press secretary's relationship with the Fox News correspondent isn't always as contentious as it may seem.,2021-08-16,neutral,0.8826497793197632,neutral,0.7884395122528076,0,0,0.0
WORLD NEWS,"malala yousafzai 'deeply worried about women, minorities' as taliban takes kabul","The activist, who survived a Taliban attack, called for urgent humanitarian aid to Afghanistan.",2021-08-16,negative,0.586218535900116,neutral,0.4963585138320923,-1,0,-0.5
U.S. NEWS,"cardinal who expressed skepticism about vaccines has covid-19, is on ventilator",Cardinal Raymond Leo Burke has referenced conspiracy theories suggesting coronavirus vaccines are linked to microchips and made from aborted fetal cells.,2021-08-16,neutral,0.8547486066818237,neutral,0.6580767035484314,0,0,0.0
CRIME,thousands of fake vaccine cards seized on way to new orleans from china: feds,"Buying, selling or using a counterfeit COVID-19 vaccination card that features an official government agency seal can result in a fine and up to five years in prison.",2021-08-15,negative,0.5259719491004944,negative,0.8477451801300049,-1,-1,-1.0
WORLD NEWS,"fuel explosion in lebanon kills at least 20, wounding dozens",The blast near the Syrian border is the latest tragedy to hit the country currently in the throes of a devastating political and economic crisis.,2021-08-15,negative,0.9100213646888733,negative,0.8798568248748779,-1,-1,-1.0
WORLD NEWS,afghans fear a return to brutal rule despite taliban vows,Many fear the Taliban will roll back two decades of gains by women and ethnic minorities while restricting the work of journalists and non-governmental workers.,2021-08-15,negative,0.6955344080924988,negative,0.8105262517929077,-1,-1,-1.0
WORLD NEWS,afghan president was politically isolated before slipping into exile,"Ashraf Ghani quietly fled his country without telling political leaders who were negotiating a peaceful transition with the Taliban, who've now taken over.",2021-08-15,neutral,0.6749428510665894,neutral,0.5738961696624756,0,0,0.0
POLITICS,colo. clerk accused of allowing access to vote machine passwords that ended up with qanon leader,"The compromised machines were decertified following a serious ""security breach.""",2021-08-15,negative,0.7572807669639587,negative,0.9506417512893677,-1,-1,-1.0
POLITICS,how nina turner lost her election,Financial mismanagement and other mistakes plagued the progressive candidate’s campaign for Congress in Ohio.,2021-08-14,neutral,0.8209964632987976,negative,0.9561994671821594,0,-1,-0.5
POLITICS,activists call it a ‘false solution.’ but un scientists say we need to suck up co2.,"The latest global climate report makes clear we need to suck carbon dioxide out of the atmosphere, and “planting trees” won’t be enough.",2021-08-14,neutral,0.6338262557983398,neutral,0.7912516593933105,0,0,0.0
POLITICS,texas judge says there are no kid icu beds: have to ‘wait for another child to die',"""That means if your child's in a car wreck ... and needs an ICU bed ... we don't have one,"" said Dallas County Judge Clay Jenkins.",2021-08-14,negative,0.5483303666114807,negative,0.7801900506019592,-1,-1,-1.0
POLITICS,a d.c. cop at the jan. 6 riot died by suicide. sleuths identified 1 of the rioters he battled.,"Less than 24 hours after a Capitol rioter was identified by online sleuths as a Capitol Hill chiropractor, the family of the late Officer Jeff Smith filed a lawsuit.",2021-08-13,negative,0.7528567910194397,negative,0.7087684273719788,-1,-1,-1.0
POLITICS,what the census tells us about american politics,Growing diversity and urban populations should benefit Democrats — but the Senate's rural bias is getting worse.,2021-08-13,neutral,0.9290822148323059,negative,0.9617667198181152,0,-1,-0.5
POLITICS,donald trump yells question about people missing him and you know what happened next,The former president's question on so-called Reinstatement Day got the treatment on Twitter.,2021-08-13,neutral,0.8232322335243225,neutral,0.8116160035133362,0,0,0.0
POLITICS,2 moments from mike lindell's 72-hour fraud fest you must see to believe,The MyPillow guy ranted against taking a lunch break and invited the audience to vote for CNN or Fox News to prove his election-hacking conspiracy.,2021-08-11,neutral,0.9213348031044006,neutral,0.5067124962806702,0,0,0.0
POLITICS,"oregon to restore indoor mask mandate, require vaccines for some state employees","""If our hospitals run out of staffed beds, all Oregonians will be at risk,"" Gov. Kate Brown said Tuesday.",2021-08-11,neutral,0.8576288819313049,negative,0.9465373754501343,0,-1,-0.5
POLITICS,"southern hospitals, crushed by delta strain, report running out of icu beds","Arkansas had just eight intensive care beds left across the state on Monday amid a COVID-19 surge, Gov. Asa Hutchinson said.",2021-08-10,negative,0.9675759673118591,negative,0.9234095811843872,-1,-1,-1.0
POLITICS,anti-vaccine protesters mocked over ‘fully researched’ target... outside wrong building,They protested the BBC's COVID-19 coverage outside a building the British broadcaster left eight years ago.,2021-08-10,negative,0.8618614673614502,negative,0.8704274892807007,-1,-1,-1.0
POLITICS,nsa watchdog to review agency following tucker carlson’s spy claims,"Conservatives have for weeks demanded an investigation into Carlson’s claim that a major U.S. spy agency targeted him, but he has provided no evidence.",2021-08-10,neutral,0.8282795548439026,negative,0.6518362164497375,0,-1,-0.5
POLITICS,melania trump hits back at 'dishonorable' historian over rose garden criticism,"The former first lady's team said Michael Beschloss had ""proven his ignorance"" by sharing a photo of the White House Rose Garden looking a bit sterile.",2021-08-09,negative,0.7261280417442322,neutral,0.6392920017242432,-1,0,-0.5
POLITICS,trump doj ally reportedly pushed wild theory china may have used vote-hacking thermometers,"Jeffrey Clark spun the plot to keep Donald Trump in the White House, according to emails obtained by the House Oversight Committee.",2021-08-08,negative,0.876083493232727,neutral,0.7084343433380127,-1,0,-0.5
POLITICS,hawley's aide lashed for her 'concern' about too many masks,"People are masking to ""avoid the Hawley variant spread by ignorant staffers,"" said a Twitter critic slamming Hawley's press secretary Abigail Marone.",2021-08-08,negative,0.8137437105178833,negative,0.9186838865280151,-1,-1,-1.0
POLITICS,"texas democrats continue holdout, don’t show for new session","More than 50 Democrats last month bolted to the nation’s capital, but the precise whereabouts of each of them is unclear.",2021-08-07,negative,0.5751039385795593,neutral,0.5194579362869263,-1,0,-0.5
POLITICS,mark hamill mockingly reveals how to tell if trump merchandise is ‘offical’ or not,"The ""Star Wars"" actor dinged Donald Trump over his ""Third Reich"" cards for supporters.",2021-08-07,neutral,0.7941173911094666,negative,0.5032252073287964,0,-1,-0.5
POLITICS,secret service agent’s brother takes first plea deal for assaulting cops on jan. 6,"Scott Fairlamb, an MMA fighter who is the son of a New Jersey state trooper, entered a guilty plea Friday.",2021-08-06,negative,0.49896717071533203,negative,0.6780664920806885,-1,-1,-1.0
POLITICS,biden administration to extend student loan moratorium until january 2022,"The education secretary said this will be the ""final extension.""",2021-08-06,negative,0.5940455198287964,neutral,0.9256582856178284,-1,0,-0.5
POLITICS,"fda working on booster vaccine strategy, could release next month: report",Vaccines provide lasting protection against severe cases of COVID-19 but studies show  their effectiveness can diminish over time.,2021-08-06,neutral,0.9398818612098694,negative,0.8893477320671082,0,-1,-0.5
POLITICS,tech giant took $2.7 million from trump the day after jan. 6 to send more of his emails,"Salesforce.com later denounced the violent attack on the Capitol. But it's once again helping Trump raise money as he ramps up his lies about a ""stolen"" election.",2021-08-05,neutral,0.8541615605354309,positive,0.6399648785591125,0,1,0.5
POLITICS,"mike carey, trump-backed ohio republican, wins crowded gop primary",Carey’s win shows that former President Donald Trump still has an influential role in Republican primaries.,2021-08-04,neutral,0.6830515265464783,positive,0.729813814163208,0,1,0.5
POLITICS,federal judge temporarily blocks texas order restricting migrant transportation,The Justice Department sued Texas Gov. Greg Abbott last week over an executive order aimed at restricting the ground transportation of migrants.,2021-08-04,negative,0.9071027636528015,negative,0.899512767791748,-1,-1,-1.0
POLITICS,"trump's muslim ban harmed muslim americans' health, study finds","The study found lingering health effects on Muslim, refugee and immigrant communities residing in the U.S.",2021-08-04,negative,0.6735699772834778,negative,0.9419831037521362,-1,-1,-1.0
POLITICS,louisiana reinstates indoor mask mandate as state's largest hospital runs out of beds,"“This is bad. And it’s not this bad anywhere else in the country today,” said Gov. John Bel Edwards.",2021-08-03,negative,0.9491147398948669,negative,0.9360416531562805,-1,-1,-1.0
POLITICS,"pelosi demands andrew cuomo resign, despite 40-year family friendship",The New York attorney general’s office found that the governor sexually harassed at least 11 women.,2021-08-03,negative,0.8351983428001404,negative,0.8773020505905151,-1,-1,-1.0
POLITICS,new york lawmakers urge andrew cuomo to resign in wake of sexual harassment report,"Sens. Chuck Schumer and Kirsten Gillibrand called on the governor to step down, and a few state lawmakers have already drafted articles of impeachment.",2021-08-03,negative,0.925433337688446,negative,0.7905732989311218,-1,-1,-1.0
POLITICS,lawmaker who survived jonestown massacre compares trump to jim jones,"Trump spins ""destructive"" narratives to lost souls, says Rep. Jackie Speier.",2021-08-02,neutral,0.49309876561164856,neutral,0.5965937972068787,0,0,0.0
POLITICS,"miami beach mayor rips ron desantis as 'pied piper' of covid-19, leading state 'off a cliff'",Mayor Dan Gelber went after the GOP governor as his state tallies the highest daily number of cases of the entire pandemic.,2021-08-02,neutral,0.6936843395233154,negative,0.5687072277069092,0,-1,-0.5
POLITICS,watchdog group calls for probe of trump's 'weaponization' of justice department,Citizens for Responsibility and Ethics in Washington responds to revelations that Trump ordered the DOJ to call election results fraudulent.,2021-08-01,neutral,0.5588986277580261,negative,0.8707624077796936,0,-1,-0.5
POLITICS,rep. madison cawthorn was stopped trying to bring gun on plane in february,The GOP congressman said he mistakenly put the unloaded handgun in his carry-on rather than his checked bag.,2021-07-31,negative,0.6767168641090393,negative,0.5923225283622742,-1,-1,-1.0
POLITICS,"seeing a make-or-break moment, climate groups plan blitz over congressional recess",Dozens of environmental groups expect to spend tens of millions of dollars in August building support for climate legislation.,2021-07-30,neutral,0.8953899145126343,neutral,0.6810508370399475,0,0,0.0
POLITICS,democrats bracing for big fight over $3.5 trillion reconciliation bill,Moderates and progressives' differences on the size and scope of a spending package could easily blow up President Joe Biden’s legislative agenda.,2021-07-30,neutral,0.6075093150138855,negative,0.9550274610519409,0,-1,-0.5
POLITICS,pelosi says biden administration should extend eviction moratorium,"Only three days before its expiration, the White House had said it would not extend the moratorium and that Congress should do it.",2021-07-30,negative,0.7230532765388489,neutral,0.683117151260376,-1,0,-0.5
POLITICS,house gop's powerful message before recess: we hate wearing masks at work,"""This is not the America we know,"" Minority Leader Kevin McCarthy said of having to wear a mask in the Capitol to help stem the spread of COVID-19.",2021-07-29,neutral,0.7487664222717285,negative,0.5772857069969177,0,-1,-0.5
POLITICS,"biden will not extend eviction moratorium, even as states struggle to send out rent relief","The White House is punting the issue to Congress, where Democrats haven't been paying attention to the eviction moratorium lately.",2021-07-29,negative,0.6869240403175354,negative,0.6626905202865601,-1,-1,-1.0
POLITICS,'i think after?' reporter grills jim jordan on when he spoke to trump on jan. 6,"The Ohio Republican said he wasn't sure if he'd spoken to Trump before, during or after the insurrection at the U.S. Capitol.",2021-07-29,neutral,0.9042273759841919,neutral,0.7992144823074341,0,0,0.0
POLITICS,texas lawmakers sound the alarm: senate dems lack urgency on voting rights,Texas Democrats who fled their state want Senate leaders to work through the August recess and speed up efforts to pass federal voting rights legislation.,2021-07-29,neutral,0.4664100110530853,neutral,0.5366287231445312,0,0,0.0
POLITICS,"democrats want paid sick days, breaks for domestic workers","Rep. Pramila Jayapal reintroduced the Domestic Workers Bill of Rights, which would ensure basic workplace standards for nannies and house cleaners.",2021-07-29,negative,0.6923143863677979,neutral,0.7273033857345581,-1,0,-0.5
POLITICS,lawmakers feud on twitter after in-person shouting match over masks in congress,"Democratic Rep. Jared Huffman said he had to use a different elevator because an unmasked GOP colleague ""doesn't give a sh*t about anyone but himself.""",2021-07-29,negative,0.8816899657249451,neutral,0.6637980937957764,-1,0,-0.5
POLITICS,fox news' bret baier hits out at republicans dismissing capitol riot inquiry,"""You cannot watch this testimony and say that it’s not a big deal,"" the Fox News anchor said.",2021-07-28,negative,0.6587753295898438,neutral,0.7037688493728638,-1,0,-0.5
POLITICS,'partisan pageantry': republican senators dismiss emotional jan. 6 hearing,"""Just because she loves drama doesn’t mean I have to attend the performance,” Sen. John Kennedy (R-La.) said of House Speaker Nancy Pelosi.",2021-07-28,negative,0.9331895709037781,neutral,0.542420506477356,-1,0,-0.5
POLITICS,colorado gov. jared polis joins the #freebritney cause,"“The bar for removing someone’s control over their own money and life should be very, very, very high,” the Democratic lawmaker and father of two said.",2021-07-28,neutral,0.9079456329345703,neutral,0.6028655767440796,0,0,0.0
POLITICS,white house says travel bans to remain for now as delta variant surges,"Visitors from Europe and other countries have been barred from entry to the U.S. for more than a year, a reality that press secretary Jen Psaki said will continue.",2021-07-27,negative,0.643665611743927,negative,0.9329654574394226,-1,-1,-1.0
POLITICS,how joe biden became a trust buster,"A small group of thinkers challenged 40 years of economic ideology on corporate concentration, created a bipartisan movement and won over the president.",2021-07-27,neutral,0.9207099080085754,positive,0.5939823389053345,0,1,0.5
POLITICS,biden says vaccine mandate for federal employees 'under consideration',The president said he was considering requiring COVID-19 vaccines for federal employees. At least one report said the mandate would be announced this week.,2021-07-27,neutral,0.6308383941650391,neutral,0.8577970266342163,0,0,0.0
POLITICS,oregon gov. warns of 'harsh reality' amid mammoth bootleg fire,"Gov. Kate Brown said fires were growing worse due to climate change. ""They're hotter, they're more fierce, and obviously much more challenging to tackle.""",2021-07-26,negative,0.8916195034980774,negative,0.9169763922691345,-1,-1,-1.0
U.S. NEWS,new york city workers will be required to get vaccinated or face weekly tests,Monday’s announcement follows a similar mandate for employees at city-run hospitals and health clinics.,2021-07-26,negative,0.7705304622650146,neutral,0.807580292224884,-1,0,-0.5
POLITICS,florida again leads nation in soaring covid cases amid delta fears,"The state is struggling with lackluster vaccination rates, dropped health protocols and the delta variant uptick as people head indoors to escape the heat.",2021-07-25,positive,0.8700886368751526,negative,0.9650692939758301,1,-1,0.0
MEDIA,maria taylor gets snapped up by nbc just days after espn departure,The sports reporter and ESPN had been unable to agree on a new contract. She also left the channel after news emerged of a colleague's racist remarks.,2021-07-24,neutral,0.8584049940109253,negative,0.894416868686676,0,-1,-0.5
U.S. NEWS,tv reporter shares harrowing experience enduring sexual harassment in the field,The journalist highlighted what it's like for her as a Black woman facing racism and revolting unwanted advances while on the job.,2021-07-24,neutral,0.6271123290061951,neutral,0.6250934600830078,0,0,0.0
POLITICS,date with destiny: capitol riot suspect nabbed — this time with help from dating app bumble,"He posted photos and boasted about the insurrection on Bumble, according to the federal complaint against him.",2021-07-24,neutral,0.6685150265693665,neutral,0.6302110552787781,0,0,0.0
U.S. NEWS,amanda kloots slams critic who said she's dating too soon after nick cordero's death,"""How dare you,"" the co-host of ""The Talk"" responded.",2021-07-24,negative,0.538841962814331,negative,0.5267510414123535,-1,-1,-1.0
POLITICS,gop governor says it's time to 'blame the unvaccinated' for pandemic surge,Gov. Kay Ivey also called out right-wing media disinformation about the vaccine.,2021-07-23,negative,0.6557562351226807,negative,0.820047914981842,-1,-1,-1.0
POLITICS,"marjorie taylor greene wants chinese booted for covid, but not a peep about unvaxxed","Greene has continued to rail against vaccinations, which threatens public health.",2021-07-23,neutral,0.9312793016433716,negative,0.8118329048156738,0,-1,-0.5
POLITICS,cdc director says delta variant of covid-19 among ‘most transmissible’ viruses known,"“We need to come together as one nation,"" Dr. Rochelle Walenksy said, urging unvaccinated Americans to get their jabs.",2021-07-23,neutral,0.6801594495773315,positive,0.6063357591629028,0,1,0.5
POLITICS,jill biden’s 'united' message to u.s. olympians: we are more than our political parties,"""We are all, first and foremost, Team USA,"" the first lady said ahead of the Tokyo opening ceremony.",2021-07-23,neutral,0.701166570186615,positive,0.5657815933227539,0,1,0.5
U.S. NEWS,nih director issues blunt reality check to people choosing not to get covid-19 vaccine,Francis Collins also slapped down a “flimsy” excuse some people are giving for not getting immunized.,2021-07-22,neutral,0.8780958652496338,negative,0.7640596032142639,0,-1,-0.5
POLITICS,biden hopes for full fda approval of covid-19 vaccines ‘soon’; jabs for kids may follow,"""We have a pandemic for those who haven't gotten the vaccination,” the president said during a CNN town hall.",2021-07-22,neutral,0.7160998582839966,negative,0.7996447086334229,0,-1,-0.5
POLITICS,"scabby the rat, union protest icon, survives legal challenge from trump appointee","You come at Scabby, you best not miss.",2021-07-22,negative,0.7057424783706665,neutral,0.77519291639328,-1,0,-0.5
POLITICS,more than 8 million kids could get subsidized child care under democratic plan,"It would be a big spending item in the budget, but that's because it could have a big effect on working parents and their children.",2021-07-22,neutral,0.6972055435180664,negative,0.7643208503723145,0,-1,-0.5
POLITICS,"judge blasts west virginia, says trans girl allowed to compete on cross country team","“It hurt that the State of West Virginia would try to block me from pursuing my dreams,"" Becky Pepper-Jackson, 11, said. ""I just want to play.”",2021-07-22,neutral,0.8916523456573486,neutral,0.7037959694862366,0,0,0.0
POLITICS,conservative pundit s.e. cupp calls out republicans for killing their own voters,"Right-wing COVID-19 vaccine misinformation ""has inarguably cost lives,"" she said.",2021-07-22,negative,0.8635786771774292,negative,0.9377743005752563,-1,-1,-1.0
POLITICS,biden's doj is using a ridiculous argument to defend a controversial trump-era arms deal,Saudi Arabia and the UAE are both accused of human rights abuses — but Biden seems to believe that should only matter for the Saudis.,2021-07-21,negative,0.7820259928703308,neutral,0.8071979880332947,-1,0,-0.5
POLITICS,trump told tell-all authors he refused masks in order to look strong,The former president was hospitalized with COVID-19 anyway.,2021-07-21,neutral,0.8401614427566528,negative,0.759352445602417,0,-1,-0.5
POLITICS,chris hayes nails 'cowardly' fox news for its biggest vaccine hypocrisy yet,The MSNBC host spots how the network is quietly doing exactly what its hosts rail against.,2021-07-21,negative,0.8543640971183777,neutral,0.7455339431762695,-1,0,-0.5
POLITICS,progressive group launches 6-figure super pac to boost nina turner,"The Working Families Party plans to spend at least $150,000 in the hotly contested Ohio congressional race.",2021-07-20,neutral,0.6970223188400269,neutral,0.7994666695594788,0,0,0.0
POLITICS,kevin mccarthy trashed on twitter for 'o.j. simpson' approach to jan. 6 probe,Three of the five picks voted against certifying the 2020 election results.,2021-07-20,negative,0.8751668334007263,neutral,0.6998775005340576,-1,0,-0.5
POLITICS,gop lawmaker's tweet suggests he's mad that u.s. intercepted fentanyl at the border,"Rep. Andy Biggs of Arizona seemed angry that ""enough fentanyl to kill 238 million Americans was seized at the southern border last month.""",2021-07-20,negative,0.8615772128105164,negative,0.9474095702171326,-1,-1,-1.0
POLITICS,leading pediatrics group recommends all kids wear masks in school this fall,"“Combining layers of protection that include vaccinations, masking and clean hands hygiene will make in-person learning safe and possible for everyone.”",2021-07-20,neutral,0.9013975262641907,positive,0.527138352394104,0,1,0.5
POLITICS,kevin mccarthy chooses 5 house republicans to serve on jan. 6 committee,"The House minority leader's long-awaited picks for the Capitol riot investigation will be reviewed by Majority Leader Nancy Pelosi, who can veto the choices.",2021-07-20,neutral,0.9249668121337891,neutral,0.7450941801071167,0,0,0.0
POLITICS,"regimes used israeli firm nso’s spyware to target activists, journalists: investigation",The global investigation by 17 media organizations found that leaked data suggests oppressive governments use the cyberweapon Pegasus to silence dissent.,2021-07-19,neutral,0.7241933941841125,neutral,0.6360552906990051,0,0,0.0
POLITICS,biden continues tradition of taking credit for a good economy — regardless of the cause,The president took a victory lap for economic growth that was almost certain to happen in an economy that had nowhere to go but up.,2021-07-19,positive,0.669082760810852,neutral,0.7339988946914673,1,0,0.5
